GEOID,NAME,state_name,race_total,white_non_hispanic,black_alone,asian_alone,hispanic_latino
34007611400,Census Tract 6114; Camden County; New Jersey,New Jersey,4291,3044,458,170,439
34007611500,Census Tract 6115; Camden County; New Jersey,New Jersey,4533,3460,342,92,483
34007611600,Census Tract 6116; Camden County; New Jersey,New Jersey,4020,2099,1433,10,388
34007611700,Census Tract 6117; Camden County; New Jersey,New Jersey,2945,2440,1,0,431
34009020101,Census Tract 201.01; Cape May County; New Jersey,New Jersey,3695,2871,329,0,237
34009020102,Census Tract 201.02; Cape May County; New Jersey,New Jersey,2203,1539,2,0,639
34009020201,Census Tract 202.01; Cape May County; New Jersey,New Jersey,1432,1374,0,14,0
34009020203,Census Tract 202.03; Cape May County; New Jersey,New Jersey,2041,1937,21,8,68
34009020205,Census Tract 202.05; Cape May County; New Jersey,New Jersey,978,961,0,11,0
34009020206,Census Tract 202.06; Cape May County; New Jersey,New Jersey,911,911,0,0,0
34009020301,Census Tract 203.01; Cape May County; New Jersey,New Jersey,4716,4314,57,93,252
34009020302,Census Tract 203.02; Cape May County; New Jersey,New Jersey,4803,4490,0,159,118
34009020400,Census Tract 204; Cape May County; New Jersey,New Jersey,3043,2910,0,0,69
34009020500,Census Tract 205; Cape May County; New Jersey,New Jersey,2264,1061,415,7,641
34009020600,Census Tract 206; Cape May County; New Jersey,New Jersey,2012,1841,0,16,155
34009020700,Census Tract 207; Cape May County; New Jersey,New Jersey,4271,3897,32,25,118
34009020800,Census Tract 208; Cape May County; New Jersey,New Jersey,2047,1973,5,0,50
34009020901,Census Tract 209.01; Cape May County; New Jersey,New Jersey,887,874,1,4,5
34009020902,Census Tract 209.02; Cape May County; New Jersey,New Jersey,1459,1366,2,26,48
34009021001,Census Tract 210.01; Cape May County; New Jersey,New Jersey,2199,1810,122,27,63
34009021002,Census Tract 210.02; Cape May County; New Jersey,New Jersey,3805,3529,151,13,42
34009021100,Census Tract 211; Cape May County; New Jersey,New Jersey,5557,4392,264,125,759
34009021300,Census Tract 213; Cape May County; New Jersey,New Jersey,3639,3167,0,0,223
34009021400,Census Tract 214; Cape May County; New Jersey,New Jersey,3710,2420,316,0,849
34009021500,Census Tract 215; Cape May County; New Jersey,New Jersey,1881,1261,123,33,464
34009021600,Census Tract 216; Cape May County; New Jersey,New Jersey,3104,2991,48,0,19
34009021701,Census Tract 217.01; Cape May County; New Jersey,New Jersey,2910,2670,16,28,154
34009021702,Census Tract 217.02; Cape May County; New Jersey,New Jersey,2332,1962,27,21,2
34009021803,Census Tract 218.03; Cape May County; New Jersey,New Jersey,3723,3548,0,4,171
34009021804,Census Tract 218.04; Cape May County; New Jersey,New Jersey,6202,5367,17,0,377
34009021805,Census Tract 218.05; Cape May County; New Jersey,New Jersey,4136,3739,0,0,272
34009021806,Census Tract 218.06; Cape May County; New Jersey,New Jersey,2171,2034,59,33,1
34009021900,Census Tract 219; Cape May County; New Jersey,New Jersey,1731,1598,37,3,88
34009022000,Census Tract 220; Cape May County; New Jersey,New Jersey,2815,2071,66,1,518
34009022101,Census Tract 221.01; Cape May County; New Jersey,New Jersey,2090,1696,24,66,304
34009022102,Census Tract 221.02; Cape May County; New Jersey,New Jersey,6689,3905,1242,47,1254
34009990100,Census Tract 9901; Cape May County; New Jersey,New Jersey,0,0,0,0,0
34011010101,Census Tract 101.01; Cumberland County; New Jersey,New Jersey,2752,2439,83,0,200
34011010103,Census Tract 101.03; Cumberland County; New Jersey,New Jersey,3427,676,1794,10,907
34011010200,Census Tract 102; Cumberland County; New Jersey,New Jersey,4702,3535,505,18,367
34011010301,Census Tract 103.01; Cumberland County; New Jersey,New Jersey,3094,2392,270,34,233
34011010302,Census Tract 103.02; Cumberland County; New Jersey,New Jersey,1415,1181,5,3,113
34011010401,Census Tract 104.01; Cumberland County; New Jersey,New Jersey,4485,1039,2144,13,829
34011010402,Census Tract 104.02; Cumberland County; New Jersey,New Jersey,1053,310,414,8,272
34011010500,Census Tract 105; Cumberland County; New Jersey,New Jersey,1927,1634,71,4,158
34011010600,Census Tract 106; Cumberland County; New Jersey,New Jersey,4692,3461,377,28,583
34011010701,Census Tract 107.01; Cumberland County; New Jersey,New Jersey,3832,2350,739,52,536
34011010702,Census Tract 107.02; Cumberland County; New Jersey,New Jersey,3866,2183,415,355,694
34011010800,Census Tract 108; Cumberland County; New Jersey,New Jersey,3129,2081,356,33,421
34011020100,Census Tract 201; Cumberland County; New Jersey,New Jersey,1199,77,205,34,883
34011020200,Census Tract 202; Cumberland County; New Jersey,New Jersey,3170,236,541,7,2243
34011020301,Census Tract 203.01; Cumberland County; New Jersey,New Jersey,2143,106,500,2,1504
34011020302,Census Tract 203.02; Cumberland County; New Jersey,New Jersey,4092,228,853,0,3011
34011020400,Census Tract 204; Cumberland County; New Jersey,New Jersey,3312,839,988,25,1409
34011020502,Census Tract 205.02; Cumberland County; New Jersey,New Jersey,3230,673,1852,7,581
34011020503,Census Tract 205.03; Cumberland County; New Jersey,New Jersey,5229,179,2923,0,1913
34011020600,Census Tract 206; Cumberland County; New Jersey,New Jersey,4520,955,784,0,2625
34011030100,Census Tract 301; Cumberland County; New Jersey,New Jersey,810,306,414,0,90
34011030200,Census Tract 302; Cumberland County; New Jersey,New Jersey,4299,1355,707,0,1673
34011030300,Census Tract 303; Cumberland County; New Jersey,New Jersey,4268,2113,1391,0,448
34011030401,Census Tract 304.01; Cumberland County; New Jersey,New Jersey,3553,2156,660,62,575
34011030402,Census Tract 304.02; Cumberland County; New Jersey,New Jersey,3997,2908,205,378,185
34011030501,Census Tract 305.01; Cumberland County; New Jersey,New Jersey,6887,6282,183,72,257
34011030502,Census Tract 305.02; Cumberland County; New Jersey,New Jersey,3709,1943,558,100,888
34011040300,Census Tract 403; Cumberland County; New Jersey,New Jersey,3905,939,571,0,2201
34011040400,Census Tract 404; Cumberland County; New Jersey,New Jersey,5999,2657,341,1,2909
34011040500,Census Tract 405; Cumberland County; New Jersey,New Jersey,5944,826,941,222,3275
34011040601,Census Tract 406.01; Cumberland County; New Jersey,New Jersey,3476,1966,93,29,1311
34011040602,Census Tract 406.02; Cumberland County; New Jersey,New Jersey,3977,966,766,47,2154
34011040701,Census Tract 407.01; Cumberland County; New Jersey,New Jersey,4639,1993,560,98,1760
34011040702,Census Tract 407.02; Cumberland County; New Jersey,New Jersey,3680,2364,365,21,867
34011040800,Census Tract 408; Cumberland County; New Jersey,New Jersey,5445,3107,615,305,1199
34011040901,Census Tract 409.01; Cumberland County; New Jersey,New Jersey,2435,952,320,0,927
34011040902,Census Tract 409.02; Cumberland County; New Jersey,New Jersey,6604,3030,643,68,2788
34011041001,Census Tract 410.01; Cumberland County; New Jersey,New Jersey,4763,3156,1000,77,319
34011041002,Census Tract 410.02; Cumberland County; New Jersey,New Jersey,3197,1812,14,6,1295
34011041101,Census Tract 411.01; Cumberland County; New Jersey,New Jersey,2596,157,590,75,1738
34011041102,Census Tract 411.02; Cumberland County; New Jersey,New Jersey,4136,200,377,0,3461
34011990000,Census Tract 9900; Cumberland County; New Jersey,New Jersey,0,0,0,0,0
34013000100,Census Tract 1; Essex County; New Jersey,New Jersey,6576,560,876,85,4832
34013000200,Census Tract 2; Essex County; New Jersey,New Jersey,3444,259,554,19,2499
34013000300,Census Tract 3; Essex County; New Jersey,New Jersey,4423,193,972,11,3111
34013000400,Census Tract 4; Essex County; New Jersey,New Jersey,2383,209,125,45,2004
34013000500,Census Tract 5; Essex County; New Jersey,New Jersey,2152,207,91,85,1589
34013000600,Census Tract 6; Essex County; New Jersey,New Jersey,4248,564,343,20,2817
34013000700,Census Tract 7; Essex County; New Jersey,New Jersey,5974,270,2469,129,2877
34013000800,Census Tract 8; Essex County; New Jersey,New Jersey,5593,309,214,154,4713
34013000900,Census Tract 9; Essex County; New Jersey,New Jersey,3191,243,1283,81,1584
34013001000,Census Tract 10; Essex County; New Jersey,New Jersey,3838,174,1830,22,1772
34013001100,Census Tract 11; Essex County; New Jersey,New Jersey,3524,926,1043,729,633
34013001300,Census Tract 13; Essex County; New Jersey,New Jersey,2183,198,1149,32,699
34013001400,Census Tract 14; Essex County; New Jersey,New Jersey,3255,101,2740,0,332
34013001500,Census Tract 15; Essex County; New Jersey,New Jersey,2054,19,1965,0,70
34013001600,Census Tract 16; Essex County; New Jersey,New Jersey,2151,58,655,0,1361
34013001700,Census Tract 17; Essex County; New Jersey,New Jersey,2516,0,1473,0,953
34013001800,Census Tract 18; Essex County; New Jersey,New Jersey,2456,0,2250,0,168
34013001900,Census Tract 19; Essex County; New Jersey,New Jersey,2447,131,2058,24,234
34013002000,Census Tract 20; Essex County; New Jersey,New Jersey,4490,58,4204,0,79
34013002100,Census Tract 21; Essex County; New Jersey,New Jersey,2818,54,2689,21,0
34013002202,Census Tract 22.02; Essex County; New Jersey,New Jersey,3950,8,3241,0,507
34013002203,Census Tract 22.03; Essex County; New Jersey,New Jersey,6609,393,2278,1791,1924
34013002204,Census Tract 22.04; Essex County; New Jersey,New Jersey,1922,54,1603,0,0
34013002300,Census Tract 23; Essex County; New Jersey,New Jersey,5402,56,4830,0,470
34013002400,Census Tract 24; Essex County; New Jersey,New Jersey,3793,27,3213,0,410
34013002500,Census Tract 25; Essex County; New Jersey,New Jersey,5385,36,4775,22,338
34013002600,Census Tract 26; Essex County; New Jersey,New Jersey,1567,16,1169,0,356
34013002800,Census Tract 28; Essex County; New Jersey,New Jersey,2388,0,2259,8,0
34013003100,Census Tract 31; Essex County; New Jersey,New Jersey,1828,6,1653,0,161
34013003500,Census Tract 35; Essex County; New Jersey,New Jersey,2909,11,2692,33,28
34013003700,Census Tract 37; Essex County; New Jersey,New Jersey,2333,54,2158,0,121
34013003800,Census Tract 38; Essex County; New Jersey,New Jersey,2030,19,1505,26,446
34013003900,Census Tract 39; Essex County; New Jersey,New Jersey,1350,0,1335,7,8
34013004100,Census Tract 41; Essex County; New Jersey,New Jersey,3656,13,2872,86,641
34013004200,Census Tract 42; Essex County; New Jersey,New Jersey,2637,35,2009,4,419
34013004300,Census Tract 43; Essex County; New Jersey,New Jersey,2726,42,2628,0,35
34013004400,Census Tract 44; Essex County; New Jersey,New Jersey,1570,24,1432,0,114
34013004500,Census Tract 45; Essex County; New Jersey,New Jersey,3310,10,3161,0,139
34013004600,Census Tract 46; Essex County; New Jersey,New Jersey,3746,92,3007,0,535
34013004700,Census Tract 47; Essex County; New Jersey,New Jersey,4499,58,4316,3,22
34013004801,Census Tract 48.01; Essex County; New Jersey,New Jersey,2685,0,2374,0,269
34013004802,Census Tract 48.02; Essex County; New Jersey,New Jersey,4220,181,2848,12,935
34013004900,Census Tract 49; Essex County; New Jersey,New Jersey,4160,52,3495,0,343
34013005000,Census Tract 50; Essex County; New Jersey,New Jersey,3002,45,2258,50,437
34013005100,Census Tract 51; Essex County; New Jersey,New Jersey,2579,0,2106,52,381
34013005200,Census Tract 52; Essex County; New Jersey,New Jersey,1810,0,1506,68,230
34013005300,Census Tract 53; Essex County; New Jersey,New Jersey,3409,21,2942,0,371
34013005400,Census Tract 54; Essex County; New Jersey,New Jersey,4349,21,2545,54,1322
34013005700,Census Tract 57; Essex County; New Jersey,New Jersey,2693,342,601,97,1267
34013006200,Census Tract 62; Essex County; New Jersey,New Jersey,1821,109,1264,15,361
34013006400,Census Tract 64; Essex County; New Jersey,New Jersey,1398,62,844,320,148
34013006600,Census Tract 66; Essex County; New Jersey,New Jersey,2098,12,1729,0,247
34013006700,Census Tract 67; Essex County; New Jersey,New Jersey,3644,167,1750,0,1642
34013006800,Census Tract 68; Essex County; New Jersey,New Jersey,6058,1748,679,111,2375
34013006900,Census Tract 69; Essex County; New Jersey,New Jersey,5289,1713,74,0,2380
34013007000,Census Tract 70; Essex County; New Jersey,New Jersey,4545,816,16,0,2798
34013007100,Census Tract 71; Essex County; New Jersey,New Jersey,4258,1325,52,14,1761
34013007200,Census Tract 72; Essex County; New Jersey,New Jersey,3852,1225,58,0,2384
34013007300,Census Tract 73; Essex County; New Jersey,New Jersey,5423,2170,23,0,2295
34013007400,Census Tract 74; Essex County; New Jersey,New Jersey,6483,1518,2120,149,1854
34013007501,Census Tract 75.01; Essex County; New Jersey,New Jersey,4487,522,420,71,3061
34013007502,Census Tract 75.02; Essex County; New Jersey,New Jersey,3821,642,302,0,2316
34013007600,Census Tract 76; Essex County; New Jersey,New Jersey,3845,1210,22,17,1757
34013007700,Census Tract 77; Essex County; New Jersey,New Jersey,3158,667,38,21,2137
34013007800,Census Tract 78; Essex County; New Jersey,New Jersey,3712,1011,27,10,1641
34013007900,Census Tract 79; Essex County; New Jersey,New Jersey,4624,798,205,83,3160
34013008000,Census Tract 80; Essex County; New Jersey,New Jersey,2765,893,543,153,905
34013008100,Census Tract 81; Essex County; New Jersey,New Jersey,4127,288,3196,76,510
34013008200,Census Tract 82; Essex County; New Jersey,New Jersey,2325,186,1260,185,613
34013008700,Census Tract 87; Essex County; New Jersey,New Jersey,3985,429,464,0,3023
34013008800,Census Tract 88; Essex County; New Jersey,New Jersey,2091,40,726,0,1325
34013008900,Census Tract 89; Essex County; New Jersey,New Jersey,2377,177,252,0,1948
34013009000,Census Tract 90; Essex County; New Jersey,New Jersey,1561,111,983,44,402
34013009100,Census Tract 91; Essex County; New Jersey,New Jersey,3662,434,362,22,2705
34013009200,Census Tract 92; Essex County; New Jersey,New Jersey,3403,316,1023,0,1956
34013009300,Census Tract 93; Essex County; New Jersey,New Jersey,4931,166,1449,114,2979
34013009400,Census Tract 94; Essex County; New Jersey,New Jersey,5810,782,900,37,3703
34013009500,Census Tract 95; Essex County; New Jersey,New Jersey,7796,1399,1195,0,5103
34013009600,Census Tract 96; Essex County; New Jersey,New Jersey,5495,381,1380,0,3723
34013009700,Census Tract 97; Essex County; New Jersey,New Jersey,5464,51,383,13,4891
34013009900,Census Tract 99; Essex County; New Jersey,New Jersey,2333,0,2014,55,74
34013010000,Census Tract 100; Essex County; New Jersey,New Jersey,3152,168,2086,47,695
34013010100,Census Tract 101; Essex County; New Jersey,New Jersey,2713,18,2160,0,282
34013010200,Census Tract 102; Essex County; New Jersey,New Jersey,4629,106,2980,333,700
34013010300,Census Tract 103; Essex County; New Jersey,New Jersey,3672,159,3048,48,263
34013010400,Census Tract 104; Essex County; New Jersey,New Jersey,4447,8,3912,0,464
34013010500,Census Tract 105; Essex County; New Jersey,New Jersey,5159,61,4368,0,629
34013010600,Census Tract 106; Essex County; New Jersey,New Jersey,5669,65,4127,140,999
34013010700,Census Tract 107; Essex County; New Jersey,New Jersey,4517,91,2973,33,583
34013010800,Census Tract 108; Essex County; New Jersey,New Jersey,2845,2,2027,0,792
34013010900,Census Tract 109; Essex County; New Jersey,New Jersey,2487,14,1680,51,633
34013011100,Census Tract 111; Essex County; New Jersey,New Jersey,3665,34,2808,55,706
34013011200,Census Tract 112; Essex County; New Jersey,New Jersey,2834,116,2293,0,194
34013011300,Census Tract 113; Essex County; New Jersey,New Jersey,4185,143,3867,54,64
34013011400,Census Tract 114; Essex County; New Jersey,New Jersey,4776,121,4195,226,21
34013011500,Census Tract 115; Essex County; New Jersey,New Jersey,2422,17,2198,27,77
34013011600,Census Tract 116; Essex County; New Jersey,New Jersey,3449,32,2671,0,335
34013011700,Census Tract 117; Essex County; New Jersey,New Jersey,3183,12,2861,0,182
34013011800,Census Tract 118; Essex County; New Jersey,New Jersey,2742,27,2239,0,202
34013011900,Census Tract 119; Essex County; New Jersey,New Jersey,1843,36,1284,119,375
34013012000,Census Tract 120; Essex County; New Jersey,New Jersey,7320,165,5793,0,1127
34013012100,Census Tract 121; Essex County; New Jersey,New Jersey,4248,57,2981,41,839
34013012200,Census Tract 122; Essex County; New Jersey,New Jersey,5956,619,4917,0,343
34013012300,Census Tract 123; Essex County; New Jersey,New Jersey,5175,19,4200,0,746
34013012400,Census Tract 124; Essex County; New Jersey,New Jersey,5056,134,4056,0,587
34013012500,Census Tract 125; Essex County; New Jersey,New Jersey,3454,74,3050,74,162
34013012600,Census Tract 126; Essex County; New Jersey,New Jersey,3535,0,3085,0,342
34013012700,Census Tract 127; Essex County; New Jersey,New Jersey,4015,275,2888,0,656
34013012800,Census Tract 128; Essex County; New Jersey,New Jersey,3942,28,3796,0,0
34013012900,Census Tract 129; Essex County; New Jersey,New Jersey,4086,6,3720,0,192
34013013000,Census Tract 130; Essex County; New Jersey,New Jersey,2051,121,1670,17,170
34013013100,Census Tract 131; Essex County; New Jersey,New Jersey,2537,0,2131,1,351
34013013200,Census Tract 132; Essex County; New Jersey,New Jersey,2709,83,2514,63,49
34013013300,Census Tract 133; Essex County; New Jersey,New Jersey,4341,153,2954,0,233
34013013400,Census Tract 134; Essex County; New Jersey,New Jersey,3958,3083,0,256,434
34013013500,Census Tract 135; Essex County; New Jersey,New Jersey,4607,2922,51,263,968
34013013600,Census Tract 136; Essex County; New Jersey,New Jersey,7254,3223,278,1790,1838
34013013700,Census Tract 137; Essex County; New Jersey,New Jersey,4520,2686,288,513,973
34013013800,Census Tract 138; Essex County; New Jersey,New Jersey,4372,3170,97,203,766
34013013900,Census Tract 139; Essex County; New Jersey,New Jersey,5112,3684,75,262,1044
34013014000,Census Tract 140; Essex County; New Jersey,New Jersey,3525,1773,104,743,851
34013014100,Census Tract 141; Essex County; New Jersey,New Jersey,3560,1245,60,577,1562
34013014200,Census Tract 142; Essex County; New Jersey,New Jersey,4529,1656,171,461,1963
34013014300,Census Tract 143; Essex County; New Jersey,New Jersey,6397,1387,427,472,3800
34013014400,Census Tract 144; Essex County; New Jersey,New Jersey,3868,748,207,346,2502
34013014500,Census Tract 145; Essex County; New Jersey,New Jersey,4119,861,184,107,2956
34013014600,Census Tract 146; Essex County; New Jersey,New Jersey,5112,1093,607,226,2953
34013014700,Census Tract 147; Essex County; New Jersey,New Jersey,6677,1883,908,680,3039
34013014800,Census Tract 148; Essex County; New Jersey,New Jersey,3535,1848,654,547,411
34013014900,Census Tract 149; Essex County; New Jersey,New Jersey,4929,2787,77,644,958
34013015000,Census Tract 150; Essex County; New Jersey,New Jersey,3667,2019,155,308,1014
34013015100,Census Tract 151; Essex County; New Jersey,New Jersey,4959,2309,611,448,1330
34013015200,Census Tract 152; Essex County; New Jersey,New Jersey,4334,1945,624,328,1272
34013015300,Census Tract 153; Essex County; New Jersey,New Jersey,2940,945,676,355,733
34013015400,Census Tract 154; Essex County; New Jersey,New Jersey,6383,2895,1637,400,1265
34013015500,Census Tract 155; Essex County; New Jersey,New Jersey,4149,1510,759,297,1473
34013015600,Census Tract 156; Essex County; New Jersey,New Jersey,4556,1552,1659,77,1151
34013015700,Census Tract 157; Essex County; New Jersey,New Jersey,2704,470,861,385,894
34013015800,Census Tract 158; Essex County; New Jersey,New Jersey,4302,1205,935,208,1453
34013015900,Census Tract 159; Essex County; New Jersey,New Jersey,6180,835,1685,723,2427
34013016000,Census Tract 160; Essex County; New Jersey,New Jersey,7797,5854,168,420,1004
34013016100,Census Tract 161; Essex County; New Jersey,New Jersey,3935,2828,351,220,192
34013016200,Census Tract 162; Essex County; New Jersey,New Jersey,3686,2822,107,178,397
34013016300,Census Tract 163; Essex County; New Jersey,New Jersey,3637,2702,177,199,208
34013016400,Census Tract 164; Essex County; New Jersey,New Jersey,4023,3164,224,182,300
34013016500,Census Tract 165; Essex County; New Jersey,New Jersey,3775,2533,151,339,330
34013016600,Census Tract 166; Essex County; New Jersey,New Jersey,2924,1377,993,136,173
34013016700,Census Tract 167; Essex County; New Jersey,New Jersey,2848,1458,783,208,289
34013016800,Census Tract 168; Essex County; New Jersey,New Jersey,4250,2136,942,335,525
34013016900,Census Tract 169; Essex County; New Jersey,New Jersey,2887,1964,463,147,167
34013017000,Census Tract 170; Essex County; New Jersey,New Jersey,2435,1111,755,60,409
34013017100,Census Tract 171; Essex County; New Jersey,New Jersey,2090,310,1121,60,485
34013017200,Census Tract 172; Essex County; New Jersey,New Jersey,3293,794,1842,142,242
34013017301,Census Tract 173.01; Essex County; New Jersey,New Jersey,5413,3572,666,118,686
34013017302,Census Tract 173.02; Essex County; New Jersey,New Jersey,7651,3391,1671,784,1415
34013017400,Census Tract 174; Essex County; New Jersey,New Jersey,5343,2667,1029,717,565
34013017500,Census Tract 175; Essex County; New Jersey,New Jersey,5901,2455,2084,257,914
34013017600,Census Tract 176; Essex County; New Jersey,New Jersey,5253,1640,1864,75,1471
34013017700,Census Tract 177; Essex County; New Jersey,New Jersey,4828,831,1514,61,2016
34013017800,Census Tract 178; Essex County; New Jersey,New Jersey,3757,666,1128,207,1671
34013017900,Census Tract 179; Essex County; New Jersey,New Jersey,3802,1973,971,84,474
34013018000,Census Tract 180; Essex County; New Jersey,New Jersey,6451,3510,1801,556,330
34013018100,Census Tract 181; Essex County; New Jersey,New Jersey,2373,64,1295,65,883
34013018200,Census Tract 182; Essex County; New Jersey,New Jersey,4241,161,2459,0,1503
34013018300,Census Tract 183; Essex County; New Jersey,New Jersey,4177,137,2001,63,1800
34013018400,Census Tract 184; Essex County; New Jersey,New Jersey,2570,287,1987,0,195
34013018600,Census Tract 186; Essex County; New Jersey,New Jersey,5216,491,1704,35,2796
34013018700,Census Tract 187; Essex County; New Jersey,New Jersey,5318,0,3311,224,1536
34013018800,Census Tract 188; Essex County; New Jersey,New Jersey,5609,772,3752,191,839
34013018900,Census Tract 189; Essex County; New Jersey,New Jersey,4418,103,3091,5,884
34013019000,Census Tract 190; Essex County; New Jersey,New Jersey,4869,3298,949,197,188
34013019100,Census Tract 191; Essex County; New Jersey,New Jersey,4702,2311,1522,204,317
34013019200,Census Tract 192; Essex County; New Jersey,New Jersey,5071,3102,989,319,444
34013019300,Census Tract 193; Essex County; New Jersey,New Jersey,3607,2301,706,153,327
34013019400,Census Tract 194; Essex County; New Jersey,New Jersey,2921,2425,121,87,185
34013019500,Census Tract 195; Essex County; New Jersey,New Jersey,3880,3197,181,155,231
34013019600,Census Tract 196; Essex County; New Jersey,New Jersey,6516,2220,3332,257,498
34013019700,Census Tract 197; Essex County; New Jersey,New Jersey,6583,1459,4056,94,736
34013019800,Census Tract 198; Essex County; New Jersey,New Jersey,2967,1851,645,106,128
34013019900,Census Tract 199; Essex County; New Jersey,New Jersey,2517,2019,73,65,238
34013020000,Census Tract 200; Essex County; New Jersey,New Jersey,6249,4047,12,1942,70
34013020100,Census Tract 201; Essex County; New Jersey,New Jersey,5213,2581,187,1965,286
34013020200,Census Tract 202; Essex County; New Jersey,New Jersey,5139,2785,87,1430,507
34013020300,Census Tract 203; Essex County; New Jersey,New Jersey,5098,1594,164,2328,353
34013020400,Census Tract 204; Essex County; New Jersey,New Jersey,5080,3352,48,1074,225
34013020500,Census Tract 205; Essex County; New Jersey,New Jersey,7869,4459,565,2350,260
34013020600,Census Tract 206; Essex County; New Jersey,New Jersey,5396,3296,199,1559,294
34013020700,Census Tract 207; Essex County; New Jersey,New Jersey,4668,2784,93,1426,200
34013020800,Census Tract 208; Essex County; New Jersey,New Jersey,8078,4390,336,2543,586
34013020901,Census Tract 209.01; Essex County; New Jersey,New Jersey,2290,1791,38,124,293
34013020902,Census Tract 209.02; Essex County; New Jersey,New Jersey,6221,4666,31,764,342
34013021000,Census Tract 210; Essex County; New Jersey,New Jersey,5581,4724,57,340,77
34013021100,Census Tract 211; Essex County; New Jersey,New Jersey,5168,4156,107,122,588
34013021200,Census Tract 212; Essex County; New Jersey,New Jersey,3689,3158,5,122,276
34013021300,Census Tract 213; Essex County; New Jersey,New Jersey,6340,5028,140,679,339
34013021400,Census Tract 214; Essex County; New Jersey,New Jersey,6839,5271,213,366,860
34013021601,Census Tract 216.01; Essex County; New Jersey,New Jersey,7723,6839,60,145,679
34013021602,Census Tract 216.02; Essex County; New Jersey,New Jersey,6625,5486,112,533,347
34013021701,Census Tract 217.01; Essex County; New Jersey,New Jersey,3991,2860,71,448,486
34013021702,Census Tract 217.02; Essex County; New Jersey,New Jersey,4906,3109,350,807,565
34013021801,Census Tract 218.01; Essex County; New Jersey,New Jersey,3065,2748,4,83,207
34013021802,Census Tract 218.02; Essex County; New Jersey,New Jersey,3354,2597,154,189,326
34013021803,Census Tract 218.03; Essex County; New Jersey,New Jersey,4508,3718,0,63,278
34013022700,Census Tract 227; Essex County; New Jersey,New Jersey,2787,95,1721,27,910
34013022800,Census Tract 228; Essex County; New Jersey,New Jersey,1815,76,1495,66,178
34013022900,Census Tract 229; Essex County; New Jersey,New Jersey,4738,739,2709,501,578
34013023000,Census Tract 230; Essex County; New Jersey,New Jersey,3378,24,2191,207,770
34013023100,Census Tract 231; Essex County; New Jersey,New Jersey,2422,0,1780,76,310
34013023200,Census Tract 232; Essex County; New Jersey,New Jersey,3637,7,2704,0,778
34013980100,Census Tract 9801; Essex County; New Jersey,New Jersey,2037,441,1307,23,251
34013980200,Census Tract 9802; Essex County; New Jersey,New Jersey,0,0,0,0,0
34015500100,Census Tract 5001; Gloucester County; New Jersey,New Jersey,4276,2868,766,141,407
34015500201,Census Tract 5002.01; Gloucester County; New Jersey,New Jersey,2311,1832,18,294,140
34015500202,Census Tract 5002.02; Gloucester County; New Jersey,New Jersey,5070,3854,623,20,290
34015500203,Census Tract 5002.03; Gloucester County; New Jersey,New Jersey,5691,4838,318,77,347
34015500204,Census Tract 5002.04; Gloucester County; New Jersey,New Jersey,5836,4339,485,241,469
34015500205,Census Tract 5002.05; Gloucester County; New Jersey,New Jersey,3292,2808,243,0,108
34015500300,Census Tract 5003; Gloucester County; New Jersey,New Jersey,3028,2677,70,53,175
34015500400,Census Tract 5004; Gloucester County; New Jersey,New Jersey,6195,2359,2383,71,847
34015500500,Census Tract 5005; Gloucester County; New Jersey,New Jersey,4921,4081,251,98,391
34015500601,Census Tract 5006.01; Gloucester County; New Jersey,New Jersey,7335,6302,168,195,176
34015500602,Census Tract 5006.02; Gloucester County; New Jersey,New Jersey,4393,3519,90,576,126
34015500702,Census Tract 5007.02; Gloucester County; New Jersey,New Jersey,5757,5405,63,90,2
34015500703,Census Tract 5007.03; Gloucester County; New Jersey,New Jersey,1654,1520,81,0,32
34015500704,Census Tract 5007.04; Gloucester County; New Jersey,New Jersey,3133,2804,165,0,138
34015500705,Census Tract 5007.05; Gloucester County; New Jersey,New Jersey,4739,4087,401,139,32
34015500800,Census Tract 5008; Gloucester County; New Jersey,New Jersey,2213,2133,1,17,21
34015500900,Census Tract 5009; Gloucester County; New Jersey,New Jersey,3092,2789,16,47,136
34015501001,Census Tract 5010.01; Gloucester County; New Jersey,New Jersey,2015,1205,459,36,218
34015501002,Census Tract 5010.02; Gloucester County; New Jersey,New Jersey,3419,1546,1024,0,685
34015501003,Census Tract 5010.03; Gloucester County; New Jersey,New Jersey,4547,3004,523,175,256
34015501101,Census Tract 5011.01; Gloucester County; New Jersey,New Jersey,3634,2648,379,61,391
34015501102,Census Tract 5011.02; Gloucester County; New Jersey,New Jersey,6444,4067,1074,571,416
34015501103,Census Tract 5011.03; Gloucester County; New Jersey,New Jersey,5280,3948,379,467,274
34015501104,Census Tract 5011.04; Gloucester County; New Jersey,New Jersey,3651,2744,347,52,391
34015501105,Census Tract 5011.05; Gloucester County; New Jersey,New Jersey,2927,2256,277,73,193
34015501106,Census Tract 5011.06; Gloucester County; New Jersey,New Jersey,4509,2163,852,525,779
34015501107,Census Tract 5011.07; Gloucester County; New Jersey,New Jersey,5511,4629,624,7,175
34015501201,Census Tract 5012.01; Gloucester County; New Jersey,New Jersey,5588,4748,122,90,500
34015501202,Census Tract 5012.02; Gloucester County; New Jersey,New Jersey,4669,4060,42,390,154
34015501203,Census Tract 5012.03; Gloucester County; New Jersey,New Jersey,3579,3206,21,13,254
34015501204,Census Tract 5012.04; Gloucester County; New Jersey,New Jersey,3768,3065,306,82,178
