GEOID,NAME,state_name,race_total,white_non_hispanic,black_alone,asian_alone,hispanic_latino
34021000700,Census Tract 7; Mercer County; New Jersey,New Jersey,4273,443,620,0,3210
34021000800,Census Tract 8; Mercer County; New Jersey,New Jersey,2606,377,641,43,1515
34021000900,Census Tract 9; Mercer County; New Jersey,New Jersey,3929,464,1585,67,1542
34021001000,Census Tract 10; Mercer County; New Jersey,New Jersey,3051,179,1965,9,706
34021001101,Census Tract 11.01; Mercer County; New Jersey,New Jersey,2343,243,1898,0,160
34021001102,Census Tract 11.02; Mercer County; New Jersey,New Jersey,3578,184,3125,30,220
34021001200,Census Tract 12; Mercer County; New Jersey,New Jersey,4473,671,3156,150,314
34021001300,Census Tract 13; Mercer County; New Jersey,New Jersey,4042,966,2393,32,520
34021001401,Census Tract 14.01; Mercer County; New Jersey,New Jersey,3717,14,3201,25,331
34021001402,Census Tract 14.02; Mercer County; New Jersey,New Jersey,1909,132,1634,0,134
34021001500,Census Tract 15; Mercer County; New Jersey,New Jersey,3169,52,2700,0,275
34021001600,Census Tract 16; Mercer County; New Jersey,New Jersey,1534,2,1183,0,192
34021001700,Census Tract 17; Mercer County; New Jersey,New Jersey,3954,138,2905,0,809
34021001800,Census Tract 18; Mercer County; New Jersey,New Jersey,4579,1257,1996,0,1185
34021001900,Census Tract 19; Mercer County; New Jersey,New Jersey,1737,270,182,0,1285
34021002000,Census Tract 20; Mercer County; New Jersey,New Jersey,1555,88,1033,0,392
34021002100,Census Tract 21; Mercer County; New Jersey,New Jersey,4440,679,1631,0,1859
34021002200,Census Tract 22; Mercer County; New Jersey,New Jersey,5426,272,3108,85,1913
34021002500,Census Tract 25; Mercer County; New Jersey,New Jersey,8460,2820,684,437,4453
34021002601,Census Tract 26.01; Mercer County; New Jersey,New Jersey,4541,1299,1432,82,1706
34021002602,Census Tract 26.02; Mercer County; New Jersey,New Jersey,4688,1860,711,502,1553
34021002701,Census Tract 27.01; Mercer County; New Jersey,New Jersey,4379,1272,1356,297,1355
34021002702,Census Tract 27.02; Mercer County; New Jersey,New Jersey,6165,3670,1052,204,922
34021002800,Census Tract 28; Mercer County; New Jersey,New Jersey,6936,888,3938,156,1855
34021002902,Census Tract 29.02; Mercer County; New Jersey,New Jersey,4766,2231,1125,212,1126
34021002903,Census Tract 29.03; Mercer County; New Jersey,New Jersey,4008,2670,321,426,416
34021002904,Census Tract 29.04; Mercer County; New Jersey,New Jersey,4992,4320,38,344,209
34021003001,Census Tract 30.01; Mercer County; New Jersey,New Jersey,6352,5733,159,148,254
34021003002,Census Tract 30.02; Mercer County; New Jersey,New Jersey,5738,4824,32,582,279
34021003003,Census Tract 30.03; Mercer County; New Jersey,New Jersey,5786,4900,89,259,499
34021003004,Census Tract 30.04; Mercer County; New Jersey,New Jersey,5527,4625,117,238,439
34021003006,Census Tract 30.06; Mercer County; New Jersey,New Jersey,4849,4317,138,94,194
34021003007,Census Tract 30.07; Mercer County; New Jersey,New Jersey,3089,2693,45,39,208
34021003008,Census Tract 30.08; Mercer County; New Jersey,New Jersey,5451,4137,234,321,630
34021003009,Census Tract 30.09; Mercer County; New Jersey,New Jersey,6092,4813,253,378,421
34021003100,Census Tract 31; Mercer County; New Jersey,New Jersey,4281,2432,545,332,927
34021003201,Census Tract 32.01; Mercer County; New Jersey,New Jersey,8412,4393,1534,551,1788
34021003202,Census Tract 32.02; Mercer County; New Jersey,New Jersey,5087,3403,539,637,336
34021003301,Census Tract 33.01; Mercer County; New Jersey,New Jersey,7667,6136,592,378,440
34021003303,Census Tract 33.03; Mercer County; New Jersey,New Jersey,5595,1699,736,2333,722
34021003304,Census Tract 33.04; Mercer County; New Jersey,New Jersey,1594,826,24,470,248
34021003400,Census Tract 34; Mercer County; New Jersey,New Jersey,2760,857,1560,97,197
34021003500,Census Tract 35; Mercer County; New Jersey,New Jersey,6332,2258,3135,96,581
34021003601,Census Tract 36.01; Mercer County; New Jersey,New Jersey,3926,1064,2200,25,396
34021003602,Census Tract 36.02; Mercer County; New Jersey,New Jersey,2928,1094,1145,104,512
34021003703,Census Tract 37.03; Mercer County; New Jersey,New Jersey,7712,4774,989,597,1072
34021003704,Census Tract 37.04; Mercer County; New Jersey,New Jersey,2599,2026,113,161,231
34021003706,Census Tract 37.06; Mercer County; New Jersey,New Jersey,3740,2850,295,371,146
34021003707,Census Tract 37.07; Mercer County; New Jersey,New Jersey,1559,1004,300,96,40
34021003708,Census Tract 37.08; Mercer County; New Jersey,New Jersey,4584,3005,509,136,795
34021003800,Census Tract 38; Mercer County; New Jersey,New Jersey,7018,5697,363,440,244
34021003902,Census Tract 39.02; Mercer County; New Jersey,New Jersey,1825,1679,0,18,78
34021003903,Census Tract 39.03; Mercer County; New Jersey,New Jersey,2780,2313,52,210,149
34021003904,Census Tract 39.04; Mercer County; New Jersey,New Jersey,6017,3610,88,1944,197
34021003905,Census Tract 39.05; Mercer County; New Jersey,New Jersey,4486,3833,5,271,130
34021004000,Census Tract 40; Mercer County; New Jersey,New Jersey,5881,3740,713,627,441
34021004203,Census Tract 42.03; Mercer County; New Jersey,New Jersey,3518,1743,121,1344,87
34021004204,Census Tract 42.04; Mercer County; New Jersey,New Jersey,5599,3795,149,1070,243
34021004205,Census Tract 42.05; Mercer County; New Jersey,New Jersey,5075,3540,349,840,227
34021004206,Census Tract 42.06; Mercer County; New Jersey,New Jersey,2306,1519,318,297,96
34021004306,Census Tract 43.06; Mercer County; New Jersey,New Jersey,5095,1658,20,2867,223
34021004307,Census Tract 43.07; Mercer County; New Jersey,New Jersey,6585,2861,326,2821,362
34021004309,Census Tract 43.09; Mercer County; New Jersey,New Jersey,4860,2728,249,1539,175
34021004311,Census Tract 43.11; Mercer County; New Jersey,New Jersey,7502,4459,219,2191,274
34021004312,Census Tract 43.12; Mercer County; New Jersey,New Jersey,3051,1938,250,525,223
34021004313,Census Tract 43.13; Mercer County; New Jersey,New Jersey,4890,1177,697,2453,495
34021004314,Census Tract 43.14; Mercer County; New Jersey,New Jersey,5428,1570,214,2916,541
34021004315,Census Tract 43.15; Mercer County; New Jersey,New Jersey,2962,928,0,1715,133
34021004316,Census Tract 43.16; Mercer County; New Jersey,New Jersey,4485,2316,98,1990,28
34021004403,Census Tract 44.03; Mercer County; New Jersey,New Jersey,5864,3286,459,250,1814
34021004404,Census Tract 44.04; Mercer County; New Jersey,New Jersey,8144,3623,366,542,3340
34021004406,Census Tract 44.06; Mercer County; New Jersey,New Jersey,5174,2573,218,1127,1192
34021004407,Census Tract 44.07; Mercer County; New Jersey,New Jersey,7049,3835,951,893,1087
34021004408,Census Tract 44.08; Mercer County; New Jersey,New Jersey,5700,1949,74,2926,580
34021004409,Census Tract 44.09; Mercer County; New Jersey,New Jersey,3717,1257,658,1022,749
34021004501,Census Tract 45.01; Mercer County; New Jersey,New Jersey,7006,3771,571,1433,739
34021004502,Census Tract 45.02; Mercer County; New Jersey,New Jersey,1065,818,6,184,44
34021980000,Census Tract 9800; Mercer County; New Jersey,New Jersey,731,142,462,21,87
34023000101,Census Tract 1.01; Middlesex County; New Jersey,New Jersey,3377,2599,185,135,458
34023000102,Census Tract 1.02; Middlesex County; New Jersey,New Jersey,4296,2794,52,293,964
34023000200,Census Tract 2; Middlesex County; New Jersey,New Jersey,6852,2624,537,1121,2451
34023000300,Census Tract 3; Middlesex County; New Jersey,New Jersey,7598,2881,353,687,3461
34023000401,Census Tract 4.01; Middlesex County; New Jersey,New Jersey,3522,1051,684,868,817
34023000403,Census Tract 4.03; Middlesex County; New Jersey,New Jersey,5982,1336,1336,2274,764
34023000404,Census Tract 4.04; Middlesex County; New Jersey,New Jersey,5946,1831,430,1936,1540
34023000501,Census Tract 5.01; Middlesex County; New Jersey,New Jersey,4948,594,1792,534,1710
34023000503,Census Tract 5.03; Middlesex County; New Jersey,New Jersey,3095,670,987,850,435
34023000504,Census Tract 5.04; Middlesex County; New Jersey,New Jersey,4902,521,1024,2345,974
34023000603,Census Tract 6.03; Middlesex County; New Jersey,New Jersey,2165,844,246,850,109
34023000608,Census Tract 6.08; Middlesex County; New Jersey,New Jersey,1797,326,229,1093,113
34023000609,Census Tract 6.09; Middlesex County; New Jersey,New Jersey,2594,442,418,1403,81
34023000610,Census Tract 6.10; Middlesex County; New Jersey,New Jersey,5507,595,1785,2616,434
34023000701,Census Tract 7.01; Middlesex County; New Jersey,New Jersey,3268,984,400,1192,489
34023000702,Census Tract 7.02; Middlesex County; New Jersey,New Jersey,5666,2210,1305,1273,766
34023000801,Census Tract 8.01; Middlesex County; New Jersey,New Jersey,3855,1673,725,167,1147
34023000802,Census Tract 8.02; Middlesex County; New Jersey,New Jersey,2875,1799,24,153,842
34023000901,Census Tract 9.01; Middlesex County; New Jersey,New Jersey,2440,1487,222,146,429
34023000902,Census Tract 9.02; Middlesex County; New Jersey,New Jersey,4292,2608,606,173,739
34023001001,Census Tract 10.01; Middlesex County; New Jersey,New Jersey,3258,1564,544,565,480
34023001003,Census Tract 10.03; Middlesex County; New Jersey,New Jersey,5311,2192,332,1964,575
34023001004,Census Tract 10.04; Middlesex County; New Jersey,New Jersey,2242,570,304,955,264
34023001100,Census Tract 11; Middlesex County; New Jersey,New Jersey,5100,2189,81,2147,401
34023001200,Census Tract 12; Middlesex County; New Jersey,New Jersey,5662,2923,687,596,1156
34023001300,Census Tract 13; Middlesex County; New Jersey,New Jersey,4234,2807,195,520,662
34023001409,Census Tract 14.09; Middlesex County; New Jersey,New Jersey,3539,926,84,2286,139
34023001410,Census Tract 14.10; Middlesex County; New Jersey,New Jersey,4171,589,342,3071,93
34023001411,Census Tract 14.11; Middlesex County; New Jersey,New Jersey,3463,428,339,2592,68
34023001412,Census Tract 14.12; Middlesex County; New Jersey,New Jersey,3857,930,8,2784,108
34023001413,Census Tract 14.13; Middlesex County; New Jersey,New Jersey,6006,840,1142,3523,199
34023001414,Census Tract 14.14; Middlesex County; New Jersey,New Jersey,5815,787,193,4214,267
34023001415,Census Tract 14.15; Middlesex County; New Jersey,New Jersey,5206,1949,39,2783,241
34023001417,Census Tract 14.17; Middlesex County; New Jersey,New Jersey,2025,571,9,1373,43
34023001418,Census Tract 14.18; Middlesex County; New Jersey,New Jersey,5466,444,16,4475,369
34023001419,Census Tract 14.19; Middlesex County; New Jersey,New Jersey,3189,563,236,2006,265
34023001502,Census Tract 15.02; Middlesex County; New Jersey,New Jersey,6295,3005,121,1512,1094
34023001504,Census Tract 15.04; Middlesex County; New Jersey,New Jersey,6437,737,1260,3688,502
34023001505,Census Tract 15.05; Middlesex County; New Jersey,New Jersey,2050,129,212,1650,37
34023001506,Census Tract 15.06; Middlesex County; New Jersey,New Jersey,7236,835,1048,3523,813
34023001600,Census Tract 16; Middlesex County; New Jersey,New Jersey,5052,2042,795,1196,989
34023001701,Census Tract 17.01; Middlesex County; New Jersey,New Jersey,5696,2593,362,1731,888
34023001702,Census Tract 17.02; Middlesex County; New Jersey,New Jersey,3535,1575,135,1160,498
34023001803,Census Tract 18.03; Middlesex County; New Jersey,New Jersey,3716,1815,237,1037,486
34023001804,Census Tract 18.04; Middlesex County; New Jersey,New Jersey,3923,1886,150,1156,421
34023001805,Census Tract 18.05; Middlesex County; New Jersey,New Jersey,5503,1275,1032,2523,635
34023001806,Census Tract 18.06; Middlesex County; New Jersey,New Jersey,3546,519,516,1656,751
34023001901,Census Tract 19.01; Middlesex County; New Jersey,New Jersey,4985,1463,549,1912,852
34023001902,Census Tract 19.02; Middlesex County; New Jersey,New Jersey,2378,1256,65,332,678
34023001903,Census Tract 19.03; Middlesex County; New Jersey,New Jersey,3929,1638,497,708,972
34023002000,Census Tract 20; Middlesex County; New Jersey,New Jersey,4735,2385,365,1033,278
34023002101,Census Tract 21.01; Middlesex County; New Jersey,New Jersey,2224,1661,1,186,283
34023002102,Census Tract 21.02; Middlesex County; New Jersey,New Jersey,4008,2525,161,558,502
34023002200,Census Tract 22; Middlesex County; New Jersey,New Jersey,3991,2498,468,527,306
34023002301,Census Tract 23.01; Middlesex County; New Jersey,New Jersey,3933,2845,173,462,361
34023002302,Census Tract 23.02; Middlesex County; New Jersey,New Jersey,3983,2566,69,430,670
34023002401,Census Tract 24.01; Middlesex County; New Jersey,New Jersey,5878,3637,238,437,1090
34023002402,Census Tract 24.02; Middlesex County; New Jersey,New Jersey,1529,622,94,555,220
34023002500,Census Tract 25; Middlesex County; New Jersey,New Jersey,6221,1209,696,3121,903
34023002603,Census Tract 26.03; Middlesex County; New Jersey,New Jersey,4924,782,299,3264,462
34023002604,Census Tract 26.04; Middlesex County; New Jersey,New Jersey,6762,2910,490,1952,815
34023002605,Census Tract 26.05; Middlesex County; New Jersey,New Jersey,2608,1474,164,592,260
34023002701,Census Tract 27.01; Middlesex County; New Jersey,New Jersey,5130,1454,367,2093,957
34023002703,Census Tract 27.03; Middlesex County; New Jersey,New Jersey,6531,2584,920,1230,1732
34023002805,Census Tract 28.05; Middlesex County; New Jersey,New Jersey,2604,1585,244,226,541
34023002901,Census Tract 29.01; Middlesex County; New Jersey,New Jersey,3402,1556,440,538,789
34023002902,Census Tract 29.02; Middlesex County; New Jersey,New Jersey,2996,1252,116,347,1123
34023003001,Census Tract 30.01; Middlesex County; New Jersey,New Jersey,4606,2834,80,243,1297
34023003002,Census Tract 30.02; Middlesex County; New Jersey,New Jersey,6435,1061,965,3634,608
34023003101,Census Tract 31.01; Middlesex County; New Jersey,New Jersey,3117,903,280,1065,687
34023003102,Census Tract 31.02; Middlesex County; New Jersey,New Jersey,5027,1657,994,1349,930
34023003201,Census Tract 32.01; Middlesex County; New Jersey,New Jersey,3886,1804,420,344,1067
34023003203,Census Tract 32.03; Middlesex County; New Jersey,New Jersey,4151,1670,393,677,1394
34023003300,Census Tract 33; Middlesex County; New Jersey,New Jersey,6327,1314,700,352,3747
34023003401,Census Tract 34.01; Middlesex County; New Jersey,New Jersey,4031,1873,486,277,1336
34023003500,Census Tract 35; Middlesex County; New Jersey,New Jersey,3624,1114,418,805,1179
34023003601,Census Tract 36.01; Middlesex County; New Jersey,New Jersey,7654,1396,1280,2102,2779
34023003700,Census Tract 37; Middlesex County; New Jersey,New Jersey,3854,1005,207,1255,1179
34023003801,Census Tract 38.01; Middlesex County; New Jersey,New Jersey,5782,1397,814,1692,1821
34023003802,Census Tract 38.02; Middlesex County; New Jersey,New Jersey,4247,511,1205,426,1910
34023004000,Census Tract 40; Middlesex County; New Jersey,New Jersey,4837,755,365,67,3633
34023004100,Census Tract 41; Middlesex County; New Jersey,New Jersey,3014,753,119,45,2097
34023004200,Census Tract 42; Middlesex County; New Jersey,New Jersey,3307,380,23,82,2777
34023004300,Census Tract 43; Middlesex County; New Jersey,New Jersey,3500,648,102,0,2561
34023004400,Census Tract 44; Middlesex County; New Jersey,New Jersey,4801,861,73,21,3834
34023004501,Census Tract 45.01; Middlesex County; New Jersey,New Jersey,4515,119,189,0,4207
34023004502,Census Tract 45.02; Middlesex County; New Jersey,New Jersey,3875,377,1028,180,2117
34023004600,Census Tract 46; Middlesex County; New Jersey,New Jersey,6661,1025,169,0,5427
34023004700,Census Tract 47; Middlesex County; New Jersey,New Jersey,4006,805,232,20,2949
34023004800,Census Tract 48; Middlesex County; New Jersey,New Jersey,6292,534,362,14,5375
34023004900,Census Tract 49; Middlesex County; New Jersey,New Jersey,5181,865,109,152,4055
34023005000,Census Tract 50; Middlesex County; New Jersey,New Jersey,5237,547,179,9,4481
34023005100,Census Tract 51; Middlesex County; New Jersey,New Jersey,6657,4312,482,1107,569
34023005200,Census Tract 52; Middlesex County; New Jersey,New Jersey,5555,2015,390,732,2288
34023005300,Census Tract 53; Middlesex County; New Jersey,New Jersey,3700,871,323,119,2375
34023005500,Census Tract 55; Middlesex County; New Jersey,New Jersey,3901,230,1160,64,2435
34023005601,Census Tract 56.01; Middlesex County; New Jersey,New Jersey,3383,662,671,18,2032
34023005602,Census Tract 56.02; Middlesex County; New Jersey,New Jersey,6732,875,295,71,5468
34023005700,Census Tract 57; Middlesex County; New Jersey,New Jersey,6191,733,1222,88,3471
34023005800,Census Tract 58; Middlesex County; New Jersey,New Jersey,5131,680,662,11,3526
34023006001,Census Tract 60.01; Middlesex County; New Jersey,New Jersey,2477,984,342,58,1045
34023006002,Census Tract 60.02; Middlesex County; New Jersey,New Jersey,7125,2489,1208,1629,1636
34023006101,Census Tract 61.01; Middlesex County; New Jersey,New Jersey,5457,1901,536,417,2468
34023006103,Census Tract 61.03; Middlesex County; New Jersey,New Jersey,5559,1544,1399,664,1864
34023006104,Census Tract 61.04; Middlesex County; New Jersey,New Jersey,4366,1413,926,972,744
34023006204,Census Tract 62.04; Middlesex County; New Jersey,New Jersey,1685,448,274,752,111
34023006205,Census Tract 62.05; Middlesex County; New Jersey,New Jersey,6972,1880,1254,2980,391
34023006206,Census Tract 62.06; Middlesex County; New Jersey,New Jersey,2293,1016,66,780,403
34023006207,Census Tract 62.07; Middlesex County; New Jersey,New Jersey,6808,2179,811,863,2881
34023006208,Census Tract 62.08; Middlesex County; New Jersey,New Jersey,8057,820,3404,2846,824
34023006209,Census Tract 62.09; Middlesex County; New Jersey,New Jersey,2511,1686,347,209,200
34023006300,Census Tract 63; Middlesex County; New Jersey,New Jersey,7017,5760,44,266,721
34023006403,Census Tract 64.03; Middlesex County; New Jersey,New Jersey,2979,1449,232,984,217
34023006500,Census Tract 65; Middlesex County; New Jersey,New Jersey,6928,3110,388,2257,624
34023006601,Census Tract 66.01; Middlesex County; New Jersey,New Jersey,2270,1503,0,450,290
34023006604,Census Tract 66.04; Middlesex County; New Jersey,New Jersey,7037,3563,141,2659,433
34023006605,Census Tract 66.05; Middlesex County; New Jersey,New Jersey,4165,2599,102,1255,180
34023006606,Census Tract 66.06; Middlesex County; New Jersey,New Jersey,3015,1545,124,959,248
34023006607,Census Tract 66.07; Middlesex County; New Jersey,New Jersey,3110,1806,150,442,585
34023006608,Census Tract 66.08; Middlesex County; New Jersey,New Jersey,4066,2002,85,1184,520
34023006701,Census Tract 67.01; Middlesex County; New Jersey,New Jersey,3709,2641,66,525,428
34023006703,Census Tract 67.03; Middlesex County; New Jersey,New Jersey,6188,2294,270,2086,1310
34023006800,Census Tract 68; Middlesex County; New Jersey,New Jersey,4566,2919,55,29,1361
34023006900,Census Tract 69; Middlesex County; New Jersey,New Jersey,3697,1259,325,45,1818
34023007000,Census Tract 70; Middlesex County; New Jersey,New Jersey,7818,4687,748,613,1644
34023007101,Census Tract 71.01; Middlesex County; New Jersey,New Jersey,3589,2032,394,380,644
34023007102,Census Tract 71.02; Middlesex County; New Jersey,New Jersey,4651,2615,218,1189,558
34023007103,Census Tract 71.03; Middlesex County; New Jersey,New Jersey,5721,1384,2242,1006,899
34023007202,Census Tract 72.02; Middlesex County; New Jersey,New Jersey,4153,2376,489,790,369
34023007203,Census Tract 72.03; Middlesex County; New Jersey,New Jersey,5205,2085,441,1200,1142
34023007301,Census Tract 73.01; Middlesex County; New Jersey,New Jersey,3307,2214,164,490,376
34023007303,Census Tract 73.03; Middlesex County; New Jersey,New Jersey,2025,956,95,242,732
34023007305,Census Tract 73.05; Middlesex County; New Jersey,New Jersey,3426,1730,180,474,751
34023007306,Census Tract 73.06; Middlesex County; New Jersey,New Jersey,3511,883,714,1073,753
34023007402,Census Tract 74.02; Middlesex County; New Jersey,New Jersey,5092,2922,101,583,1295
34023007500,Census Tract 75; Middlesex County; New Jersey,New Jersey,3168,1999,83,112,853
34023007600,Census Tract 76; Middlesex County; New Jersey,New Jersey,6168,3699,703,301,1413
34023007702,Census Tract 77.02; Middlesex County; New Jersey,New Jersey,6696,3662,694,1074,1021
34023007703,Census Tract 77.03; Middlesex County; New Jersey,New Jersey,3429,2459,115,164,570
34023007704,Census Tract 77.04; Middlesex County; New Jersey,New Jersey,2711,2127,8,132,422
34023007801,Census Tract 78.01; Middlesex County; New Jersey,New Jersey,3011,1701,412,190,633
34023007804,Census Tract 78.04; Middlesex County; New Jersey,New Jersey,5542,4050,105,739,625
34023007805,Census Tract 78.05; Middlesex County; New Jersey,New Jersey,4063,2504,145,636,711
34023007806,Census Tract 78.06; Middlesex County; New Jersey,New Jersey,4526,2876,90,158,1375
34023007905,Census Tract 79.05; Middlesex County; New Jersey,New Jersey,2672,1253,607,221,435
34023007906,Census Tract 79.06; Middlesex County; New Jersey,New Jersey,1222,614,119,95,384
34023007907,Census Tract 79.07; Middlesex County; New Jersey,New Jersey,3102,1899,217,337,507
34023007908,Census Tract 79.08; Middlesex County; New Jersey,New Jersey,5432,1076,1797,1522,1030
34023007909,Census Tract 79.09; Middlesex County; New Jersey,New Jersey,3503,2456,112,597,284
34023007910,Census Tract 79.10; Middlesex County; New Jersey,New Jersey,3451,2222,110,491,433
34023007911,Census Tract 79.11; Middlesex County; New Jersey,New Jersey,4070,2340,303,847,240
34023007913,Census Tract 79.13; Middlesex County; New Jersey,New Jersey,3979,2127,13,1434,114
34023007914,Census Tract 79.14; Middlesex County; New Jersey,New Jersey,3286,2245,4,679,314
34023008001,Census Tract 80.01; Middlesex County; New Jersey,New Jersey,6418,3568,610,660,1027
34023008101,Census Tract 81.01; Middlesex County; New Jersey,New Jersey,4232,3010,197,346,491
34023008102,Census Tract 81.02; Middlesex County; New Jersey,New Jersey,3904,3087,51,245,411
34023008103,Census Tract 81.03; Middlesex County; New Jersey,New Jersey,2302,1653,95,238,281
34023008204,Census Tract 82.04; Middlesex County; New Jersey,New Jersey,4424,3537,0,531,319
34023008205,Census Tract 82.05; Middlesex County; New Jersey,New Jersey,3627,3193,141,130,163
34023008206,Census Tract 82.06; Middlesex County; New Jersey,New Jersey,3520,3133,87,204,72
34023008207,Census Tract 82.07; Middlesex County; New Jersey,New Jersey,2908,2421,40,321,78
34023008209,Census Tract 82.09; Middlesex County; New Jersey,New Jersey,3661,3052,75,144,339
34023008210,Census Tract 82.10; Middlesex County; New Jersey,New Jersey,4331,1599,147,1926,405
34023008211,Census Tract 82.11; Middlesex County; New Jersey,New Jersey,5817,4163,0,877,523
34023008212,Census Tract 82.12; Middlesex County; New Jersey,New Jersey,4487,2484,82,1081,626
34023008213,Census Tract 82.13; Middlesex County; New Jersey,New Jersey,5293,4303,233,702,55
34023008214,Census Tract 82.14; Middlesex County; New Jersey,New Jersey,9944,3924,317,5242,277
34023008300,Census Tract 83; Middlesex County; New Jersey,New Jersey,5783,3264,116,417,1718
34023008403,Census Tract 84.03; Middlesex County; New Jersey,New Jersey,7847,2531,459,3830,510
34023008404,Census Tract 84.04; Middlesex County; New Jersey,New Jersey,4141,2162,149,813,823
34023008405,Census Tract 84.05; Middlesex County; New Jersey,New Jersey,5359,2137,99,2736,322
34023008406,Census Tract 84.06; Middlesex County; New Jersey,New Jersey,2165,1040,38,770,183
34023008501,Census Tract 85.01; Middlesex County; New Jersey,New Jersey,4830,1371,202,2201,746
34023008502,Census Tract 85.02; Middlesex County; New Jersey,New Jersey,6058,2004,417,3347,159
34023008504,Census Tract 85.04; Middlesex County; New Jersey,New Jersey,7103,2852,284,3248,553
34023008505,Census Tract 85.05; Middlesex County; New Jersey,New Jersey,4855,1532,265,2685,151
34023008506,Census Tract 85.06; Middlesex County; New Jersey,New Jersey,4361,832,206,2924,224
34023008601,Census Tract 86.01; Middlesex County; New Jersey,New Jersey,4907,1925,193,2655,53
34023008602,Census Tract 86.02; Middlesex County; New Jersey,New Jersey,6019,1679,145,3896,166
34023008604,Census Tract 86.04; Middlesex County; New Jersey,New Jersey,5736,1798,256,3098,367
34023008605,Census Tract 86.05; Middlesex County; New Jersey,New Jersey,2842,445,235,1974,105
34023008606,Census Tract 86.06; Middlesex County; New Jersey,New Jersey,4470,1246,469,2417,279
34023008700,Census Tract 87; Middlesex County; New Jersey,New Jersey,4048,2916,237,551,92
34023008801,Census Tract 88.01; Middlesex County; New Jersey,New Jersey,4388,2553,296,1029,292
34023009000,Census Tract 90; Middlesex County; New Jersey,New Jersey,6650,2198,2444,560,1389
34023009101,Census Tract 91.01; Middlesex County; New Jersey,New Jersey,2632,771,183,338,1292
34023009200,Census Tract 92; Middlesex County; New Jersey,New Jersey,4456,2050,340,348,1593
34023009300,Census Tract 93; Middlesex County; New Jersey,New Jersey,4866,1426,951,1015,1273
34023009400,Census Tract 94; Middlesex County; New Jersey,New Jersey,5995,3168,350,1250,1004
34023980000,Census Tract 9800; Middlesex County; New Jersey,New Jersey,0,0,0,0,0
34023980100,Census Tract 9801; Middlesex County; New Jersey,New Jersey,37,16,0,0,21
34023980200,Census Tract 9802; Middlesex County; New Jersey,New Jersey,6667,3642,515,1677,686
34025800101,Census Tract 8001.01; Monmouth County; New Jersey,New Jersey,3488,2876,33,245,226
34025800102,Census Tract 8001.02; Monmouth County; New Jersey,New Jersey,1158,1028,0,16,22
34025800200,Census Tract 8002; Monmouth County; New Jersey,New Jersey,4409,4027,9,29,247
34025800400,Census Tract 8004; Monmouth County; New Jersey,New Jersey,3460,2926,199,131,175
34025800500,Census Tract 8005; Monmouth County; New Jersey,New Jersey,4282,3346,15,18,666
34025800601,Census Tract 8006.01; Monmouth County; New Jersey,New Jersey,5039,3825,148,31,808
34025800602,Census Tract 8006.02; Monmouth County; New Jersey,New Jersey,3647,3292,37,137,159
34025800701,Census Tract 8007.01; Monmouth County; New Jersey,New Jersey,4821,3848,31,123,617
34025800702,Census Tract 8007.02; Monmouth County; New Jersey,New Jersey,3753,3434,28,45,178
34025800800,Census Tract 8008; Monmouth County; New Jersey,New Jersey,6188,5246,44,488,338
34025800900,Census Tract 8009; Monmouth County; New Jersey,New Jersey,5956,4949,231,199,289
34025801000,Census Tract 8010; Monmouth County; New Jersey,New Jersey,4386,3785,168,17,321
34025801100,Census Tract 8011; Monmouth County; New Jersey,New Jersey,4508,3959,39,54,295
34025801200,Census Tract 8012; Monmouth County; New Jersey,New Jersey,3776,3192,0,116,404
34025801300,Census Tract 8013; Monmouth County; New Jersey,New Jersey,5795,5470,0,0,231
34025801400,Census Tract 8014; Monmouth County; New Jersey,New Jersey,4352,4062,0,39,251
34025801500,Census Tract 8015; Monmouth County; New Jersey,New Jersey,6793,5587,2,623,207
34025801600,Census Tract 8016; Monmouth County; New Jersey,New Jersey,5446,4295,88,95,849
34025801700,Census Tract 8017; Monmouth County; New Jersey,New Jersey,4505,2674,777,100,745
34025801800,Census Tract 8018; Monmouth County; New Jersey,New Jersey,5751,4753,172,34,721
34025801900,Census Tract 8019; Monmouth County; New Jersey,New Jersey,3603,2244,155,75,1014
34025802000,Census Tract 8020; Monmouth County; New Jersey,New Jersey,3585,2765,177,132,235
34025802100,Census Tract 8021; Monmouth County; New Jersey,New Jersey,6189,4692,0,37,1193
34025802200,Census Tract 8022; Monmouth County; New Jersey,New Jersey,4280,3038,400,17,584
34025802300,Census Tract 8023; Monmouth County; New Jersey,New Jersey,4456,3897,91,99,309
34025802400,Census Tract 8024; Monmouth County; New Jersey,New Jersey,5324,4261,35,269,521
34025802500,Census Tract 8025; Monmouth County; New Jersey,New Jersey,3008,1612,538,100,619
34025802600,Census Tract 8026; Monmouth County; New Jersey,New Jersey,5306,2614,795,770,1040
34025802700,Census Tract 8027; Monmouth County; New Jersey,New Jersey,4096,3038,244,302,466
34025802800,Census Tract 8028; Monmouth County; New Jersey,New Jersey,4598,3716,93,219,407
34025802900,Census Tract 8029; Monmouth County; New Jersey,New Jersey,2226,1713,70,111,271
34025803000,Census Tract 8030; Monmouth County; New Jersey,New Jersey,5779,4245,45,250,871
34025803100,Census Tract 8031; Monmouth County; New Jersey,New Jersey,3767,2168,1070,35,369
34025803201,Census Tract 8032.01; Monmouth County; New Jersey,New Jersey,4009,2926,38,674,210
34025803202,Census Tract 8032.02; Monmouth County; New Jersey,New Jersey,6090,4543,14,855,483
